review,sentiment
오우삼의 헐리우드 진출 2호작 나름 전작 하드타켓에 비해 발전되 모습과 액션 연출이 진보된 작품 지금봐도 멋진 액션 평점이 이리 받을 만한 영화가 아님 나름 북미에서 성공했고 이작픔으로 인해 페이스오프에서 오우삼의 진가가 발휘 되었지...,1
감정 못느끼는 설정인데 감정에 기반을 둔 행동들이 너무 많음.. 모순이죠.. 좀 더 치밀하게 만들었더라면..,0
간만에 로맨틱코메디 제대로 된거 봄.유치한 부분도있지만 와이프 행동 너무 웃겨서 쓰러짐 ㅋㅋ 남편이링 와이프 연기 쩐다. 와이프 남동생 넘 멋져용 ㅋㅋㅋ,1
"8점은 아니지. 평점 조절용. 그냥 잔인하기만 한 영화. 낭만은 찾아볼 수 없고 리얼리티를 빙자한 잔인함과 공포, 저급함만 보여준다. 그렇다고 버리기도 애매한 지금의 타란티노로 성장시켜 준 B급 영화.",0
"자칭 평론가란 인간들이 점수를 쑥대밭으로 만드네. 쏘우 시리즈는 영화 속 살인무기인 '톱니바퀴' 처럼, 그야말로 치밀하게 잘 짜여진 공포 반전영화의 걸작이다. 몇편이 낫고 몇편이 엉성하다는 말이 무색할 정도로..",1
전체적으로 실망스러움... 차라리 남자의 상상속에서 더 강하게 섹스를 하든지 아니면 후반에 남자가 깨어나서 직접 그런 장면을 목격을 해서 파탄이 나는 식으로 가든지 해야지... 이도 저도 아닌... 노수람도 한세아처럼 차라리 화끈하게 벗 었으면..,0
"20분도 못보고 집중력상실, 꺼버림. 남자배우가 너무 찌질하게생겨서 몰입이안된다. 퉁퉁한 베리무어도 매력적이지않고.. 진짜 로코에 빠져사는 여자들이나 좋아할듯. 내용도 대충감오고 그렇게 달달한것도모르겠고, 영화 분위기가 세련되지못함.",0
이연희 배역을 남자가 했다고 생각해봐.. 결혼전..원나잇 후 결혼..과연 아름답게 보일수 있나 ㄱㅋㅋ범죄라하고 여자들도 욕하겠지,0
영화 보는 내내 이미연의 화장한 얼굴이 너무 거슬렸고 다듬은 눈썹은 마지막장면에서 실소까지 머금게 했으나 ... 영화의 전반적인 느낌은 한국색채를 정말 유니크하게 담아낸 영화가 아닐수 없다 그시절이라면 tv문학관의 업그래이드 버전이라고 묻혀버릴영화,1
최악입니다. 억시스러운 설정에. 지금까지의 악행에 고작 그런 결말이라니. 작가의 자질과 상상력에 매우 실망했음. 다신 보고 싶지 않은 드라마. 괜히 봤음.,0
대사가 뭔가 어색하게 책읽는 느낌 무튼 완전 핵별로 였음 요즘 한국영화 진짜 볼것 없다,0
내내 굉장히 거북했음. 스스로 외부와 벽을 쌓고 고고하신 고독에 취한 두 남녀의 거만한 이야기. 일본인도 싫어하는 일본의 어두운부분을 일본의 전부인냥 그리는것이 오만방자하게 느껴짐. 백인우월주의영화란 말 들을만함. 근데 잘난척하면서 하는짓은 불륜(웃음,0
"절망에 빠진 사람의 마음 날카롭게 빼어올렸다, 주저없이 나락으로 떨어뜨리는 이창동 감독의 실력! 아무 것도 남지 않은 사람에겐 너무도 힘든 은밀한 시선, 은밀한 볕.",1
아수라가 깨달음을 얻는 엔딩까지 참 좋았는데 마지막 내래이션에서 평점 10에서 4로 하향조정... 아수라가 인간이 아니라 야수였을 때의 본능은 아름답다고 할수 없고 불쌍하고 처연한거라 생각... 보고나서 생각을 많이 하게 되는 애니이지만 좀 짜증남;;,0
하 1점도아깝다 ㅋ 시작에 cg보고 대충짜집어놓은 모야이거..? 느낌이 계속 유지!! 극장상영? 망할라고 환장했군ㅋㅋ 검색해보고 볼걸ㅠㅠ,0
"simon fegg; 사이먼 페그(니콜라스 엔젤) 는미국영화에서는 조연이지만 자기나라 영국에서는 주인공으로 나왔네, 연기력 너무 훌륭하고, 대사전달력도 너무 좋다, 귀여워",1
모야ㅋㅋ 이게.. 나도 작가할수있겠다 미혼모 결혼시키면서 할말다하고 겁나 당당해 미혼모는 암것도 안하고 신데렐라되써ㅋㅋㅋㅋ 나도 미혼모나 될까봐ㅋㅋ작가가 미혼몬가?? 보리보리는 흥미진진 하기라도 했지.. 요새 작가 아무나되나봐ㅋㅋ,0
지금 높은 평점 주기에는 좀... 그리고 다른건 다 이해하겠는데 남자주인공 연기를 못해도 너무 못하네요 눈앞에서 기절초풍할 일 벌어지는데도 계속 무표정. 일일드라마에 나오는 아이돌 발연기 저리가라네,0
영상도 아름답고 고전 재해석도 아름답고 신선한영환데 전체 관람가라 아이들이 많아 정신사나웠던 것이 단점이라면 단점,1
"겁나는 장면도 없었고 스릴도 없었다.기대를 안하고 봤는데, 정말로 기대하지 않을 정도의 영화였다.10점 준 분들은 알바거나 겁쟁이인 분들 ^_^",0
"지리한 일본 감성 영화들 속에서 오랜만에 살아 있는 청춘 영화를 만났다. 남을 중심으로 살지 말고 나를 중심으로 살자는 의미, 참 좋았다. 제목은 키리시마지만 정작 히로키에게 조금 중심을 둔 시선으로 미래를 고민하는 청춘의 모습을 담아낸 것도 좋다.",1
정말... 좋은영화 만들어 주셔서 감사하다는 말이 절로 나오네요... 너무나 따뜻하고 맑고 예쁜 영화입니다.. 제 인생 처음으로 이런곳에 리뷰를 올리게 만들 정도로 가슴을 울리는 영화였습니다. 아직도 짠한 감동의 물결이 사그러들지를 않네요...,1
난 재난 영화에 큰 관심이 없어서 개봉당시에 안보고 그저깨 채널 cgv에서 보여주길래 봤는데 시간이 아깝다. 분명 첨 봤는 영환데 초반에 윈다졸만 효과만 있는거 보고 약파는 회사가 자작극을 벌렸나 예상을 헸는데 맞췄음. 뭔가 스포당한 느낌,0
"밀루에 셔? 밀루유 떼베.. 나의 Top5 영화 기술과 스케일 만이 좋은영화의 전부는 아님 , 산에서 한 대화와 불장난 대사를 통한 여자의 행동을 이해 못했다면 원스를 다 봤다고 할 수 없음",1
포르노 스타의 마이웨이...별다른 감흥도 감동도 재미도 없는 무의미한 자위질의 연속. 제임스우즈가 이영화에 나온 이유가 궁금하다.,0
"솔직히 나 탑 좋아하는데, 이 영화는 걍 노잼이었음...같이 간 친구한테 미안할 정도...왜 제목이 동창생인지 이해가 안감 한예리 그 분도 왜 캐릭터 등장한지도 모르겠고 김유정 분량 적은데 왜 앞세워서 홍보시킨건지...스토리도 개 병맛",0
단순 액션물과 마찬가지로 남는 것 없는 팝콘 무비. 역시 짐 캐리 최고의 영화는 트루먼 쇼,0
작품자체가 귀하고 (망작이라) 정우성이 나와서 고민하다가 다시보기 힘들거 같아서 봤는데. 정말 인간적으로 이건 아닌거 같다. 차라리 김기덕 감독님 영화가 더 재미있을거 같다.,0
이런 영화 처음보는데 평점 좋아서 봤다가 완전 실망 왜이렇게 지루함 지루함의 끝이나 나랑 취향이 안맞아서 그런지 뭔 내용인지도 모르겠다 그냥 여자들이 좋아하는 프랑스 배경을 2시간동안 찍어놓은 듯,0
지루한 전개 찝찝한 결말. 많은 메시지를 주려고 했으나 남는건 없네요. 결말이 허무해서 1점 줍니다. 아무것도 없으면서 여운남겨서 있어보이는척 하는 영화네요,0
"악마의 영화네. 아무리 상업적인 영화라지만, 무릇 창작물은 뭔가 교훈이나, 감동이 있어야 하는데, 이건 그저 악마같은 넘들을 주인공으로 내세워서 어쨌거나 인생은 비극으로 절딴나는 거라는 거밖에는 보여주는게 없다.",0
영화에서 전달하고자 하는 메세지가 마지막 반전을 통해 너무나도 강력하게 전달됐다. 케빈 스페이시 출연작중 최고 작품.,1
호불호가 상당히 갈릴 것 같다.. 하지만 나는 이런 스타일 좋아<3<3 뭔가 생각하게 하는 영화^^,1
'진정한 재앙'이 무언지를 보여주는 '진짜 재난영화' 이 영화가 진짜 재앙이다...0점을 누를 수 없다는게 재난이다...,0
"잘 만든 애니메이션들 중에서도 예술을 꼽자면, 라이온킹과 함께 꼭 무의식적으로 튀어나오는 작품. 두 형제의 엇갈린 운명과 홍해, 음악 모두 소름돋는다.",1
"장국영, 왕조현 생각안하고, 2011 천녀유혼 그 자체로 봤는데 스토리도 빈약하고, CG도 유치하기 짝이없음. 여우랑 사탕은 뭐지... 그와중에 유역비 진짜 이쁨. 유역비 하나 건졌다. 장국영을 기억하며라던데 영채신은 비교를 안할래야 안할수가 없다.",0
이거 평점이 왜 이리 높아? 내가 본 쓰레기 영화 5개 중 당당히 1위 차지.,0
10번정도는 본거 같은데 아직도 매년 1번씩은 꼭 보는 나만의 영화...엽청문의 주제곡과 마지막 장면이 아직도 기억에 남는다 장철감독의 금연자와 철수무정과 비슷한 스토리구성..두 남자의 우정을 정말 아름답게 그렸다,1
"내가 본 007시리즈들 중 가장 최고임.그밖에 23탄 스카이폴, 21탄 카지노로얄, 15탄 리빙데이라이트, 13탄 옥토퍼시, 번외편 네버세이네버어게인, 11탄 문레이커, 6탄 여왕폐하대작전 등도 꽤 재미있게 봤음.^^",1
저희학교에 중학교때 와주셔서 시사회 비슷하게 방문해주셔서 시청했던 기억이있네요. 정말 충격적이였고 흥미롭게 시청했습니다. 영화를 본후 느낀점을 감독님한태 질문도하고 그랬던 시간이 기억나네요. 이영화 팜플렛에 감독님 싸인받은게 아직도 책상에 껴있네요.,1
영웅본색을 지나 역대 최고의 느와르... 연기. 움악..스토리 뭐하나 지금봐도 모자른게 없다..마지막 엔딩은 지금봐도 진정 슬프다,1
반지가 어른용 판타지라면 이시리즈는 아동용.내용전개나 상황등이 아동용답게 유치하기도하고 간단하다.사자가 유대교의 신을 빗댄거라는 것도 썩 맘에 안들어.,0
이거 본다음에 살파랑 다시 봤습니다..^^;; 전체적으로 어설프네요 액션도 액션이지만... 예전의견자단이 아닙니다. 견자단 팬이라면 아실겁니다. 제가 무슨말 하는지 말로 표현이 안됨 ㅠㅠ,0
"솔직히 뻔한 스토리에 감동만 전달해주려고, 인간들이 느끼고 행하는 추악한 행동과 감정을 최대한 배제시킨 상태에서 진행되는뻔한 영화지만...,.,..,.,. 씨X 눈물이 멈추지 않아...",1
마지막에 팔씨름할때 로봇아빠가 이제 자기는 한계라는걸 느끼고 고쳐준다해도 안고친다하고 아빠한테 팔씨름을 해서 진짜 자기 가족을 책임질수있는지 마지막으로 확인하는것같았음...아진짜 너무 슬프다..짱구야 너의 아버지는 강하다고 말할때ㅠ,1
"""영화 속 캐릭터를 연기하는 배우. """"배우""""라는 부담스러운 시선을 감수하고 다큐멘터리에 용기내어서 출연한 배우들에게 우선 박수를 보내드립니다. 그리고 그녀들만이 가지고 있는 고유한 색깔들, 너무 흥미롭고 3번 봤지만 또 한번 더 보고 싶은 그런영화""",1
모든걸 넣을려다 보니 잡탕이 된 막판에 영화 반전이라면 반전이겠지만 너므 뜬금없지 않나요?ㅋ 그리고 늑대들도 인간을 먹는걸 금기한걸로 아는데 막판에 잡수시는걸 보니 급마무리한게 티남ㅋ 어설픈 콘스탄틴 버전,0
"어제 EBS에서 하는거 , 자야 하는데 출근 해야 하는데 새벽 2시 까지 봤어요... 세상 살기 힘들어서 부정적인 생각만 하고 이성친구 만날 여유도 없는데.. 이 영화 보고 정말 행복한 꿈 꿧습니다 ㅠ 감독님 이런 작품 제발 많이 만들어 주세요 ㅠ",1
오랜만에 우연히 봤는데 나이먹고 보니까 또 다른 느낌으로 다가오네.. 아마 더 시간이 지나 아이의 아버지가 되고 이 작품을 보면 또다른 느낌으로 다가오겠지.. 아침부터 얼마나 울었는지.. 우리나라 감성의 최고의 애니매이션 프로성우들이 주는 감동..,1
이 영화 만드신 감독분이 저를 가르치셨던 교수님이신데 작품을 보지도 않고 장난식으로 글쓰는 거 보니 정말 기분이 나쁘군요. 영화 굉장히 좋습니다. 장난치지 맙시다.,1
평점을 믿는건데... 괜히 알바땜에 젠장할 봤네 반전이 너무 하잖아.. 뭐야? 이런 소리나오네 - -;,0
영화 소개만 보고 갔다면 정말 대실망이다.또 민영화에 대해 전혀 객관성있게 다루지 않았다.너무 부정적인 시각으로만 쓰다보니 더욱 별로였던것같다. 의도에서 1점추가해서 2점,0
한국인 정서에 잘 맞는거 같네요 막장 혹은 민페 캐릭 깝깝하게 진행함. ㅋㅋㅋ 24 시간이 아까움... 예상한데로 다 흘러가고.... 명성에 비하여 별로임. 단순 혹은 복잡한? 내용을 24 시간이나 해야 해서 그런지 전개속도 무지 느리고 억지 전개가,0
정말 영화 다시안보고 SF영화와 우주영화는 정말 너무너무 싫어하는 저지만 이영화는 정말 몇번이고 다시보고 싶고 때때로 보고싶은영화입니다 진심명작!!!!,1
"그저 어두운 삶을 벗어나기 위한 메시지들이었던가?너무 많은 의미를 두려고 시선이 멈춘다... 버려진 냉장고든, 잡힌 문어든...그 메시지가 너무 난잡하다.읽어들이고 받아들이는 입장에선 참 스토리 짜임새가 너무 없다.",0
이게 일본이랑 한국의 차이지 일본성우는 실력도 물론 세계최강이지만 절대 연예인이나 개그만따위는 안쓴다 더빙하는데에는 ㅡㅡ 아..아 그냥 일본애니메이션이나 보러가야겠네 에라이 돈아까워서 ㅁㅊ,0
초반에는 적당히 몰입감도 있고 심리적으로 압박하는 느낌이 있어 좋았는데 뒤로 갈수록 귀신이 너무 대놓고 나오는 통에 몰입력이 떨어졌다. 특히 손이 잔뜩 나오는 부분에서는 너무 웃겨서 친구랑 깔깔거리면서 봄.,0
"차승원-유해진 두 주연배우, 지방 시골 분위기의 영화에 환상의 콤비 같습니다. 억지로 웃기는듯한 코믹적 내용 보다는 잔잔한 감동이 느껴지는 영화 같네요.",1
"이 영화는 스토리가 긴밀하지 못하고 두서 없습니다.여러가지 이야기가 진행이 되는데, 이건 뭐 제대로 해결되는 것도 없고 인과도 이상합니다.이야기를 많이 껴 넣는다고 볼 만한 영화가 되지는 않지요.당나귀 섬에서 주인공이 도망쳤는데, 남은 애들은요?",0
올레에 공짜로있길래 봤음 ㅋㅋ 헐 ... 스토리가 문제가아니라 연기자들이 전혀 배역이랑 어울리지않음 그리고 상대배우들하고 다 따로 노는거같음~~ 이건 연기자들도 문제있음 보아는 진심 완전 별로임 라미란하고 아들이 젤 볼만했음,0
풍자를 위해서 '카자흐스탄'이란 나라가 똥이 되던말던... 메세지의 전달 문제보다 미국인들에게 익숙치 않은(이게 선정이유겠지만) 카자흐스탄을 통해 풍자 메세지를 보내는 것 자체가 아이러니하게도 굉장히 위험한 사고방식,0
릴리 콜린스의 미모만 빛이 난다. // 모 좌좀 평론가 수준 보소. 이런 영화에서도 대놓고 당시의 대선 후보 디스하며 정치 선동질이네. 캬악~ 퉷!! 역시 한겨례 계열사 씨네21 ㅋ 대기업 욕하며 정작 지들은 거대자본을 등에업고 유일하게 살아남네,0
솔직히 요새 나오는 영화들보다 훨 재밌네. 과장이 약간 있지만 - 여주가 넘 이뻐서 약간 안 어울림 ㅎㅎ 아주 색다른 시대를 표현한 것만으로도 만점.,1
섹시하고 황당한 코미디 영화. 역시나 기억에 남는 것은 일곱가지 유혹에서도 등장한 여배우 엘리자베스 헐리,0
난 애초에 다운받아놓고 1년뒤에 본거라...포스터도 기억안나서 액션인지 드라만지 모르고 본거라 그런지 잔잔함속에 나오는 액션이 맘에들더라구요.. 물론 전 액션을 주로본게 아니라 살인병기로 키워진 소녀가 세상과 만나서 성장하는 이야기에 더 초점을 뒀죠,1
"원작은 안봐서 모르겠고..재미와 감동,먹먹함까지 갖춘 잔잔한로맨스..흐름보고 당연히 해피엔딩일줄 알았는데 마지막은 참..그 먹먹함이 아직까지 여운이 남네요.갠적으로 완벽한 내용은 아니였는데 사라맥라클란의 엔젤 이 모자란부분들을 채워줬네요.10점쏩니다",1
플롯부터 연출까지 막되먹은 식의 작품에 타부라면 그저 환장하는 서양인들을 타겟으로 한 영리한 김기덕 감독의 또 하나의 망작.,0
아에 판타지를 만드는 편이 나았을듯..명색이 양반댁 여식이 일개 사공이란 천한직업과 다리를 들어내고 바다에서 놀지를 않나 또 왠 존대....평이 엇갈리는 명성왕후를 감독 잣대로 그린것 까지는 이해하나 요즘 드라마도 못한 고증으로 영화를 찍고 있으니,0
너무 많은걸 담으려다 점점 산으로 가네. 그 당시의 섹시 아이콘 조디 포스터를 본 것만으로 만족..,0
우리는 시키는 대로 해왔고 또 그렇게 살아가고 있다. 그런 수동적인 생활은 소심한 행동과 발언을 낳게 되고 그렇게 낮고 안전한 그늘만 찾아 피신한다. 우리는 기억해야 한다. 책임감과 부담감을 짊어지고 팀을 위해 희생하는 리더라는 위치의 고독과 용기를.,1
여배우들 때문에 남자의 존재감 제로~. 진행되는 이야기가 어긋난 변명 같아 지루한 느낌~. 묘한 게 있다면 명수가 조건을 만나고 확 살데요? 흠- 변요한 씨는 남자배우랑 더 잘 맞는 건가. 그래서 좀 더 봐야겠어요. 조건명수 투 샷 많이 넣어주시죠,0
스토리가 너무 엉망.... 시작할때의 세계관은 굉장히 좋았으나 차라리 스토리가 없는게 나을뻔했다 갑자기 괴물이 나타나서 다 때려부시는거 막는게 더 의미있었을듯,0
일단 강지환 팬이라 봤어요. 열심히 제작하신 감독님 배우들께는 죄송하지만 이 영화는 대체 뭘 말하는건지도 모르겠고 보다가 끌뻔했지만 꾹 참고 봤어요. 영화가 보고 감동이라도 있던가.기분이 썩 좋지도 않고 제 평생 다른의미로 가장 기억에 남을만한영화예요,0
중국역사내용빼면 스토리가없나?? 얼마전 조조영화도 글코 중국역사 자랑질 지겹다 지겨워~~차라리90년대 판타지액션 훨씬재밌지 이건머 지들나라 역사공부시키고 OO이야.,0
이게 뭐야.. 공포도 아니고 좀비도아니고... 현대 물질적 이타적 인 모습을 영화에 담은것 같은데... 그걸떠나 재미가 없다,0
철학적이면서 삶에 대해 고뇌하게 한다. 영상도 훌륭하고 배우들의 연기도 굉장하다. 포스터에 불만있는 사람들 있는데 책을 읽는다면 포스터의 문구가 틀리지 않는다는 것을 알게 될 것이다. 단지 영화는 책의 전체를 다루지 않았기 때문,1
"미국에 총기사건보면 잘 이해가 안가죠?서부 개척시대부터 미국의 민주주의는 총으로 일으킨겁니다.이해하고 봐야되요. 보복은 또한 댓가를 치룬다는것이며, 보복하려다 또 많은 사람들이 죽잖아요.보복은 또한 순환이 된다.이런 많은점을 생각하게하는 영화입니다.",1
"[컨저링]이 실화를 많은 부분 각색하여 자극적인 씬들로 무장, 관객 놀래키기에 집중했다면 이 영화는 보다 더 사실에 기반하여 영화에서와 마찬가지로 관객에게 '이런 가능성도 있다. 믿을지 안 믿을지는 당신의 선택'이라고 말하고 있다. 엄청난 몰입도!",1
"엄청 재밌었다. 소재도 참신했고 그래픽도 예뻤고 다들 연기도 잘했다. 최근에 본 영화중에 제일이다!!!아...학교가야하는데 이거보다가 이렇게나 늦게 자게되었넹...orz그래도 전혀 아깝지 않다! 마지막에 완다가 좀 아쉽긴 했지만, 강추!!!꼭 보길바람",1
전체적인 내용이나 배경은 좋았으나.더빙을 망친듯하다.무슨 국어책읽듯이 한다.처음에 봤을때는 기대했지만 이상한 더빙덕분에 어린이 티비프로그램을 보는것 같았다.감정이 잘 안들어난다.,0
평점이 낮아서 설마 했는데 설마는 사라지고 정말 1초도 눈을 뗄수 없는 최고의 영화였어요. 처음엔 조금 지루한데 중간부터 반전이 있어요 마지막 반전이 최고였던 영화였어요~,1
시즌 1 은 좋았는데 2는 정말 수준이 한참 떨어진다. 연출도 스릴이 하나 없고 연기도 어색,0
쉴틈없는 화끈한 액션과 긴장감 있는 스릴러를 보여준다. 지루할 틈이 없고 배경이 한정적인 곳이어서 몰입도가 좋다. 괴물이 다소 징그러웠지만 타격감을 높이기에 안성맞춤이었다. FPS를 실제 하듯 총 쏘는 장면이 일품이었다.,1
샤를리즈 테론의 신들린 절박한 연기는 볼만하다. 그러나 OO에 살인자를 드라마틱하고 아름답게 포장하려 하는게 보기 거북하다.,0
차라리 지잡대 연극영화과 신입생들이 모여 촬영하고 영화찍어도 이것보단 낫겠다.감독 너 그냥 다시 대학가서 좀 더 배워라.아니면 포기하고 치킨집이나 하시길..,0
시대를 감안하더라도 너무 허접한 연출.. 2년뒤에 출시된 중국무협영화 풍운과 비교해봐도 얼마나 수준차이가 나는지 알 수 있다...,0
얙션 내용도 잼썼는데 마지막에 피아노치는 장면과 피아노음 듣고 겁나 울컥하네ㅜㅜ 액션뿐아니라 감동도 겸비한 이연걸 최고영화,1
살아가면서 한번쯤은 꼭 봐야하는 영화입니다. 우리 부모님세대들이 얼마나 힘들고 부당하게 일하셨는지 다시 한번 느낄 수 있었고 많은 생각이 들게하는 영화였습니다.,1
너무 슬픈영화입니다. 갑자기 엄마가해준 김치가너무먹고싶네요 여배우 두분의 절실한 호흡이 돋보이는 영화였습니다. 영화보실때 휴지꼭 챙겨서보십시오,1
대체적으로 평점이 좋아서 시도했는데... 솔직히 힘들었다... 시간 아깝다.. 다만 발연기 하는 사람 없어서 편하게 봤다.,0
"연출, 연기, 음악, 장소 등등 모든 것이 다 맞아떨어진 영화 이 영화에 공감이 가는 것이 무섭다",1
고인이된 피해자들 삼가 명복을빕니다 ㅡㅡ 사회적 안전장치를 못만드는 부실한 정부를 가진 우리가 참 불쌍하단 생각이듭니다 안전한 나라만들기가 그렇게 힘든건가요 ㅡㅡ,1
"여주를 제외한 배우들의 연기가 너무 못봐주겠음... 스릴러 치곤 허술하고 어색한 영화구성, 뜨끔없는 러브라인은 영화에 몰입하기 무척 힘들다",0
"한국 드라마의 기점이 되는 드라마다. 네멋대로해라, 내이름은 김삼순, 바람의 화원. 응답하라 1997. 보고 또 봐도 치밀하다.",1
"시간이 지날수록 잔상이 더 남는 영화, 너무나 자연스러운 일이라서 간과하게되는 내면의 상처들은 두 주인공을 통해서 조금씩 위안을 얻는다. 누구나 한번쯤 자신의 인생에 대하여 진지하게 고민해봤을 사람들은 주인공인 재섭의 마음을 공감할 수 있으리라.",1
적당하게 비주류로 있었으면 좋겠는데.... 아무래도 자꾸 수면 위로 올라오려고 영화적 코드도 로맨틱 코미디로 가네.... 미안하다 악의는 없다... 다만 불편하다,0
일본인 특유 오바하는 종특이 별로다...무슨 그렇게 대단한 의미가 있을거라고 기대하는 팬이나 거기에 맞출려고 발버둥치는 제작진들의 모습이 보인다,0
또 수작건다. 옛날 영화 작작 돈받아 쳐먹고 팔려고 하지마라. 이딴영화 개봉할 영화관이 있다면 가디언즈오브더갤럭시 개봉관이나 늘려라,0
분노의 질주처럼 남성전유물의 스피드가 여성중심으로 바뀌었다는게 이 영화의 핵심이다. 그래서 전개과정에 뜬금없는 치정극이 포함되어 다소 지루해진다. 그보다 탕웨이의 탱탱한 젊음과 장백지의 한물간 미모를 비교해보며 씁쓸함을 느꼈다.,0
왕좌의게임 팬인데 존스노우 나온다해서 한번봤는데 왕좌의 게임에 눈 높아진건지 이건 뭐 갑자기 같지도않게 말 진정시키다 여주보고 같이 타라고 하더니 도망(?)아닌 이상한짓 하고 잡히고 난 뒤부터 흥미 잃음,0
영화 스토리도 별로 코믹 유머도 별로 없고 김윤혜 뭐임 소녀에선 좋드만 [점쟁이들]에서 연기 최악 그래도 강예원의 연기는 좀 좋았음,0
이시대의 아이들에게 보여줄수 있는 몇 안되는 국내에서 제작한 애니메이션이라 생각됨 교육적이고 클레이 애니메이션이 사라진 지금 인간미 까지 있는 애니메이션 이라 더욱이 좋은것 같습니다,1
"김윤혜를 보는 내내 이뻐 죽는줄 알았음, 신비한 매력도 있고, 연기도잘하는데 무지하게 이뿌네요 ㅋㅋ 영화 내용도 재밌게 잘봤습니다. 이장이 뭔가 꺼름찍 했는데 역시나...반전은 없더군요 ㅎㅎ 마지막은 슬프고 ㅠㅠ 영화 강츄~!!",1
"해리가 떠오르지 않을 줄은 몰랐는데, 이 영화 그대로 받아들일 수 있게 해줘서 고마워요 다니엘~",1
"[ 스토리 2, 비주얼 2, 연출 2, 연기 2 ] 이 웃긴 배우들을 모아놓고 이정도라니..",0
"이용철은 무슨 듣보지? 박평식 평점은 그래도본인 생각 이라도 있지 이용철은 본인이 무슨 말 하는지도 모르는 초딩 같더,",1
스토리도 딱히 없는 그냥 단순 액션 영화. 속옷 차림으로 총 쏴대는 악당 여자만 기억에 남는 영화,0
복잡해여 그냥 뒤죽박죽 원래이런스타일인건지 집중해서 봤는데도...결론도 먼지 지금까지 본것중 제일 내용파악이어려움 예고편만봤을땐 먼가 새롭고 신선하다생각했는데 낚인건지 먼지ㅡㅡ,0
"신기전이라는 소재는 훌륭하지만, 영화 자체는 몹시 유치하고 엉성하고 똥같다. 역량있는 다른 감독이 각본과 연출을 맡았다면 어땠을까 싶다",0
차에 대한 이야기는 없고 MC는 지들끼리 웃고 떠들고.. 이러니 훨씬 유익한 더벙커로 옮기는거지.. 제작진은 정신 좀차려라.. 게스트들도 눈요기용들.. ㅉㅉㅉ,0
진짜 개연성도 없고 그 남자놈은 뜬금 설화 좋아하는것도 웃기고 동방불패라는 이름이 아까운 쓰레기 영화네,0
아 진짜 주인공 왜이렇게 착한척만 함?? 멍청한 게 당하고 또 당하고 또 당하고 ㅡㅡ 그놈의 제부는 언제까지 계속 이해해주고 뒷통수맞고.. 한 백번 반복하고 끝나나?? 주인공은 부처다 해탈했어 ㅋㅋㅋㅋ 참신한 내용으로 제발 부탁,0
"평점 참여하는것도 아까울정도로 쓰레기 더빙. 성우 역할을 하려면 최소한의 노력은 해야 되는것 아닌가? 더빙 맡으면서 돈 얼마나 처먹었는진 모르겠는데, 그 푼돈 얼마나 한다고 이미지로 먹고사는 방송인이 이미지를 스스로 깍아내리는건지 이해가 안되네.",0
어차피 영화 평점따위 알바들로 점철되서 별 의미도 없어진지 오래구만. 그런 의미에서 나도 동참 ^^,0
"진짜 우리모두 환경보호합시다^^ 내년이면 서른인데 재밌네요 UNLESS someone like you cares a whole awful lot,nothing is going to get better. it's not.",1
비참한 수단의 아이들을 보는 것이 삶에 대해 감사하게 해준다. 악을 응징함으로써 인도적인 삶을 살고 있다고 믿는 실존 인물에 대한 영화. 미치기 전까지는 그를 응원하고 싶다,0
"이거 극장에서 볼 때 관객이 나 한사람 뿐이었다... 그런 경험은 그 이전에도, 그 이후에도 없었다.",0
화려하거나 정교하게 찍어서 부담스럽거나 한 부분 없이 영화 자체도 오래된 커플의 연애의 흐름을 자연스럽게 찍어낸 영화. 코믹하면서도 현실적이어서 재밌게 봤다. :) 소장하고 있음.,1
"과학적 기반을 두지 않은 SF, 이건 판타지보다도 더 비과학적이라고 하지만 현역 과학선생님들이 틀어주는 0순위 SF영화",1
다 좋았는데 연기를 제대로 하고 싶은 배우 마릴린 먼로의 노력을 다룬 부분이 부족했던 것 같다.,1
노다메를 가져다 놓은 듯한 여주인공과 배변 후 휴지로 못 닦고 나온 듯 찝찝한 결말,0
이해가 완벽하게 되진않지만 좀 더 생각이 자란 후 다시보면 새로울것같아요 근데 이영화는 7점대 영화는 아닌것같습니다만..,1
정말 안타까운 영화네요. 한국 영화에서 헐리웃 영웅물은어렵다 치더라도 한 아이에 아버지로써 동감대를 찾으려고 애를 써봐도 찾을수가 도저히 없네요. 아쉽다는 말밖에는...,0
어제 보다가 펑펑 울어서 아침에 일어나니까 거울에 괴물이ㅋㅋㅋ 암튼 재밌고 눈 붓기 떨어지면 또 볼거예요ㅋㅋㅋ 아 감동적이야ㅠㅠ,1
"에일리언 시리즈중 2편 후부터는 s.f ,액션 이었지만 에일리언1편은 공포영화에 가깝다 미지의 우주에 대한 그리고 그 우주에서 마주치게된 흉악스러운 괴물에 대한 ...",1
유쾌하게 볼 수 있는 그런 영화였네요.^^엄정화씨 털털한 줌마 연기마저 너무 사랑스러웠어요ㅎㅎ 송승헌씨도 너무 멋있구요ㅎ 짱짱굿~~,1
"시나리오의 망작성에,진짜 갈라티아의눈물?도 사람처럼,눈물을 흘릴판이다.이수경의 발연기는 진짜 역사에 남을 수준...효리의 드라마출연외도이후에,사상 최고수준의 거의 대형사고 그 자체.내가 감독이라면,필름을 통채로 버렸을 꺼다.강혜정도 어설프고,진짜 졸작",0
